name,url,Region,price,Distillery / Brand,Alcohol,Volume,Nose,Palate,Finish,Nose_clean,Palate_clean,Finish_clean,Nose_tokens,Palate_tokens,Finish_tokens,price_usd,reg_0,reg_1,reg_2,reg_3,reg_4,reg_5,reg_6,reg_7,user_pref,score,Nose_common,Palate_common,Finish_common,vendor_rec
Springbank 20 Year Old 1998 - Single Cask (Master of Malt),https://www.masterofmalt.com/whiskies/springbank/springbank-20-year-old-1998-single-cask-master-of-malt-whisky/,Campbeltown Whisky,373.95,Springbank,48.1%,70cl," Gingerbread, ash and waxy orange peel, then cinder toffee, toasted almond, earthy vanilla and a little struck flint. Heather honey, red berries and damp oak emerge underneath, with a note of apple pie with a dusting of cinnamon spice."," The oak becomes charred and bitter, while cranberries, nutmeg and sweet tobacco add a pleasant drying element. Big, juicy black fruit notes then emerge to lift the palate with peppercorn, salted caramel and a touch of Springbank funk in support."," Honey-glazed, gamey meat, spent fireworks and a little marmalade.",gingerbread ash waxy orange peel cinder toffee toasted almond earthy vanilla struck flint heather honey red berry damp oak emerge apple pie dusting cinnamon spice,oak becomes charred bitter cranberries nutmeg sweet tobacco add pleasant drying element big juicy black fruit emerge lift peppercorn salted caramel springbank funk support,honeyglazed gamey meat spent firework marmalade,"['gingerbread', 'ash', 'waxy', 'orange', 'peel', 'cinder', 'toffee', 'toasted', 'almond', 'earthy', 'vanilla', 'struck', 'flint', 'heather', 'honey', 'red', 'berry', 'damp', 'oak', 'emerge', 'apple', 'pie', 'dusting', 'cinnamon', 'spice']","['oak', 'becomes', 'charred', 'bitter', 'cranberries', 'nutmeg', 'sweet', 'tobacco', 'add', 'pleasant', 'drying', 'element', 'big', 'juicy', 'black', 'fruit', 'emerge', 'lift', 'peppercorn', 'salted', 'caramel', 'springbank', 'funk', 'support']","['honeyglazed', 'gamey', 'meat', 'spent', 'firework', 'marmalade']",467.44,0,0,0,0,1,0,0,0,0.0,0.10408744126609992,vanilla,"sweet, big",,
Tobermory 21 Year Old 1996 Single Cask (Master of Malt),https://www.masterofmalt.com/whiskies/tobermory/tobermory-21-year-old-1996-single-cask-master-of-malt-whisky/,Island Whisky,173.95,Tobermory,56.7%,70cl," Salted crackers with butter, waxy peels, sandalwood and a touch of cigar box."," Fruity notes make an impression on the palate, with white grape, banana, orange and honeydew melon. Still subtly savoury at points with sea salt and walnut."," Dates, gingerbread and apple strudel.",salted cracker butter waxy peels sandalwood cigar box,fruit make impression white grape banana orange honeydew melon still subtly savoury point sea salt walnut,dates gingerbread apple strudel,"['salted', 'cracker', 'butter', 'waxy', 'peels', 'sandalwood', 'cigar', 'box']","['fruit', 'make', 'impression', 'white', 'grape', 'banana', 'orange', 'honeydew', 'melon', 'still', 'subtly', 'savoury', 'point', 'sea', 'salt', 'walnut']","['dates', 'gingerbread', 'apple', 'strudel']",217.44,0,0,0,1,0,0,0,0,0.0,0.0463980615294831,,,,
Aultmore 21 Year Old,https://www.masterofmalt.com/whiskies/aultmore/aultmore-21-year-old-whisky/,Speyside Whisky,141.95,Aultmore,46.0%,70cl," Fresh and fruity, peaches and cream, roasted pear, canteloupe and dried mango and waxy peels, floral sweeties, sweet malt, smoked rosemary and fresh mint leaves."," Rosemary returns alongside more fresh fruit, with melon, ripe banana and mango, olive oil, porridge and toasted sourdough."," A spicy finish, with aromatic baking spice leading into a peppery hit that lingers.",fresh fruit peach cream roasted pear canteloupe dried mango waxy peels floral sweeties sweet malt smoked rosemary fresh mint leaves,rosemary return fresh fruit melon ripe banana mango olive oil porridge toasted sourdough,spicy aromatic baking spice leading peppery hit linger,"['fresh', 'fruit', 'peach', 'cream', 'roasted', 'pear', 'canteloupe', 'dried', 'mango', 'waxy', 'peels', 'floral', 'sweeties', 'sweet', 'malt', 'smoked', 'rosemary', 'fresh', 'mint', 'leaves']","['rosemary', 'return', 'fresh', 'fruit', 'melon', 'ripe', 'banana', 'mango', 'olive', 'oil', 'porridge', 'toasted', 'sourdough']","['spicy', 'aromatic', 'baking', 'spice', 'leading', 'peppery', 'hit', 'linger']",177.44,0,1,0,0,0,0,0,0,0.0,0.058038778828897325,sweet,,,
Macduff 21 Year Old 1997 (cask 15366) - The First Editions (Hunter Laing),https://www.masterofmalt.com/whiskies/madcuff/macduff-21-year-old-1997-cask-15366-the-first-editions-hunter-laing-whisky/,Highland Whisky,96.95,Macduff,54.4%,70cl," Pleasantly grassy, with whiffs of green pear and fresh linen following."," Develops an earthy quality, balanced by plum and sponge cake sweetness."," Slightly peppery, bolstered by stem ginger heat.",pleasantly grassy whiff green pear fresh linen following,develops earthy quality balanced plum sponge cake sweetness,slightly peppery bolstered stem ginger heat,"['pleasantly', 'grassy', 'whiff', 'green', 'pear', 'fresh', 'linen', 'following']","['develops', 'earthy', 'quality', 'balanced', 'plum', 'sponge', 'cake', 'sweetness']","['slightly', 'peppery', 'bolstered', 'stem', 'ginger', 'heat']",121.19,0,0,1,0,0,0,0,0,0.0,0.0,,,,
Bruichladdich 16 Year Old 2002 - Single Cask (Master of Malt),https://www.masterofmalt.com/whiskies/bruichladdich/bruichladdich-16-year-old-2002-single-cask-master-of-malt-whisky/,Islay Whisky,217.95,Bruichladdich,62.6%,70cl," Apple and dried pear, golden syrup over steamed pudding, thick vanilla and toasted almond, then freshly polished wood and light wood smoke."," Toasted barley, brown sugar, vanilla and lemon peels lead. Plenty of earthy spice and oak shavings emerge underneath.", Lasting citrus sweetness and vanilla-y barley.,apple dried pear golden syrup steamed pudding thick vanilla toasted almond freshly polished wood light wood smoke,toasted barley brown sugar vanilla lemon peel lead plenty earthy spice oak shaving emerge,lasting citrus sweet vanillay barley,"['apple', 'dried', 'pear', 'golden', 'syrup', 'steamed', 'pudding', 'thick', 'vanilla', 'toasted', 'almond', 'freshly', 'polished', 'wood', 'light', 'wood', 'smoke']","['toasted', 'barley', 'brown', 'sugar', 'vanilla', 'lemon', 'peel', 'lead', 'plenty', 'earthy', 'spice', 'oak', 'shaving', 'emerge']","['lasting', 'citrus', 'sweet', 'vanillay', 'barley']",272.44,1,0,0,0,0,0,0,0,0.0,0.18879271148984367,"smoke, vanilla",vanilla,sweet,
Littlemill 40 Year Old Celestial Edition,https://www.masterofmalt.com/whiskies/littlemill/littlemill-40-year-old-celestial-edition-whisky/,Lowland Whisky,5988.0,Littlemill,46.8%,70cl," Floral bursts of honeysuckle and elderflower, early summer hedgerow, with delicate honey sweetness and elegant oak spice of cinnamon and nutmeg."," Opens with mouth-watering fruits, crisp green apple and fresh pineapple with grapefruit and lime citrus then richer dried fruits of sultana and raisins before vanilla toffee gives sweetness to the mid-palate.", Long with layers of fruit and spice. Green fruits continue into the finish with gooseberry and kiwi before waves of warming cinnamon and clove spice.,floral burst honeysuckle elderflower early summer hedgerow delicate honey sweet elegant oak spice cinnamon nutmeg,opens mouthwatering fruits crisp green apple fresh pineapple grapefruit lime citrus rich dried fruit sultana raisin vanilla toffee give sweet midpalate,long layer fruit spice green fruit continue gooseberry kiwi wave warming cinnamon clove spice,"['floral', 'burst', 'honeysuckle', 'elderflower', 'early', 'summer', 'hedgerow', 'delicate', 'honey', 'sweet', 'elegant', 'oak', 'spice', 'cinnamon', 'nutmeg']","['opens', 'mouthwatering', 'fruits', 'crisp', 'green', 'apple', 'fresh', 'pineapple', 'grapefruit', 'lime', 'citrus', 'rich', 'dried', 'fruit', 'sultana', 'raisin', 'vanilla', 'toffee', 'give', 'sweet', 'midpalate']","['long', 'layer', 'fruit', 'spice', 'green', 'fruit', 'continue', 'gooseberry', 'kiwi', 'wave', 'warming', 'cinnamon', 'clove', 'spice']",7485.0,0,0,0,0,0,1,0,0,0.0,0.10494768268213417,sweet,"sweet, vanilla",,
Inchmurrin 1996 (bottled 2018) - Malts of Scotland,https://www.masterofmalt.com/whiskies/loch-lomond/inchmurrin-1996-bottled-2018-malts-of-scotland-whisky/,Highland Whisky,114.95,Loch Lomond,51.0%,70cl," Through earthy forest floor aromas comes plenty of dried fruit, rich toffee and baking spice. Sweet tobacco and polished oak add depth."," In a full-bodied palate there's dried apricot, stewed plums and orange marmalade, with helpings of honey, vanilla and a little liquorice. Nutmeg, wet earth and ground coffee develop underneath.", Woodspice and dark chocolate notes linger.,earthy for floor aroma come plenty dried fruit rich toffee baking spice sweet tobacco polished oak add depth,fullbodied theres dried apricot stewed plum orange marmalade helping honey vanilla liquorice nutmeg wet earth ground coffee,woodspice dark chocolate linger,"['earthy', 'for', 'floor', 'aroma', 'come', 'plenty', 'dried', 'fruit', 'rich', 'toffee', 'baking', 'spice', 'sweet', 'tobacco', 'polished', 'oak', 'add', 'depth']","['fullbodied', 'theres', 'dried', 'apricot', 'stewed', 'plum', 'orange', 'marmalade', 'helping', 'honey', 'vanilla', 'liquorice', 'nutmeg', 'wet', 'earth', 'ground', 'coffee']","['woodspice', 'dark', 'chocolate', 'linger']",143.69,0,0,1,0,0,0,0,0,0.0,0.020183237793084768,sweet,vanilla,,
Glenrothes 21 Year Old 1996 (cask 57) - Celebration of the Cask (Càrn Mòr),https://www.masterofmalt.com/whiskies/glenrothes/glenrothes-21-year-old-1996-cask-57-celebration-of-the-cask-carn-mor-whisky/,Speyside Whisky,179.64,Glenrothes,51.2%,70cl, Sponge cake drenched in honey and strawberry jam. Hints of tobacco and rosemary.," Vanilla sits at the core, supported by dried raspberry and cacao nibs. Spicy malt lingers.", A few touches of coffee bean and treacle remain.,sponge cake drenched honey strawberry jam hints tobacco rosemary,vanilla sits core supported dried raspberry cacao nibs spicy malt linger,coffee bean treacle remain,"['sponge', 'cake', 'drenched', 'honey', 'strawberry', 'jam', 'hints', 'tobacco', 'rosemary']","['vanilla', 'sits', 'core', 'supported', 'dried', 'raspberry', 'cacao', 'nibs', 'spicy', 'malt', 'linger']","['coffee', 'bean', 'treacle', 'remain']",224.55,0,1,0,0,0,0,0,0,0.0,0.02468524484735021,,vanilla,,
Allt-á-Bhainne 1995 (bottled 2018) (cask 187836) - Samaroli,https://www.masterofmalt.com/whiskies/allt-a-bhainne/allt-a-bhaine-1995-bottled-2018-cask-187836-samaroli-whisky/,Speyside Whisky,247.95,Allt-á-Bhainne,47.0%,70cl," A multitude of aromas, with malted bread, fresh fruit and wet grass followed by herbaceous notes of rosemary, oregano and lavender."," Similar to the nose, repeated on a clean mouthfeel. Fruity tones followed by Madeira cake and fresh herbs.", Balsamic and mineral notes on the finish.,multitude aromas malted bread fresh fruit wet grass herbaceous rosemary oregano lavender,similar repeated clean mouthfeel fruit tone madeira cake fresh herbs,balsamic mineral,"['multitude', 'aromas', 'malted', 'bread', 'fresh', 'fruit', 'wet', 'grass', 'herbaceous', 'rosemary', 'oregano', 'lavender']","['similar', 'repeated', 'clean', 'mouthfeel', 'fruit', 'tone', 'madeira', 'cake', 'fresh', 'herbs']","['balsamic', 'mineral']",309.94,0,1,0,0,0,0,0,0,0.0,0.02468524484735021,,,,
Glen Keith 1995 (bottled 2018) (cask 171247) - Samaroli,https://www.masterofmalt.com/whiskies/glen-keith/glen-keith-1995-bottled-2018-cask-171247-samaroli-whisky/,Speyside Whisky,265.0,Glen Keith,48.0%,70cl," Hobnob biscuits topped with milk chocolate, a touch of hay, strawberries and oak."," Soft vanilla ice cream, toffee chunks, banana chips, lemon peel and mint."," Brown sugar, mint again, clove and walnut.",hobnob biscuit topped milk chocolate hay strawberry oak,soft vanilla ice cream toffee chunks banana chips lemon peel mint,brown sugar mint clove walnut,"['hobnob', 'biscuit', 'topped', 'milk', 'chocolate', 'hay', 'strawberry', 'oak']","['soft', 'vanilla', 'ice', 'cream', 'toffee', 'chunks', 'banana', 'chips', 'lemon', 'peel', 'mint']","['brown', 'sugar', 'mint', 'clove', 'walnut']",331.25,0,1,0,0,0,0,0,0,0.0,0.0,,vanilla,,
Macduff 1997 (bottled 2018) (cask 5869) - Samaroli,https://www.masterofmalt.com/whiskies/macduff/macduff-1997-bottled-2018-cask-5869-samaroli-whisky/,Highland Whisky,241.95,Macduff,43.0%,70cl, Complex sulphurous and maritime notes alongside more floral aromas.," An oily mouthfeel, the saltiness is balanced by a sherried sweetness on the palate, juicy berries making an appearance alongside dried fruit, quince and a whisper of smoke. Sharpness and sweetness battle, and sweetness prevails.", Juicy red fruits remain with a touch of cooking spice.,complex sulphurous maritime floral aromas,oily mouthfeel salti balanced sherried sweet juicy berry making appearance dried fruit quince whisper smoke sharp sweet battle sweet prevails,juicy red fruit remain cooking spice,"['complex', 'sulphurous', 'maritime', 'floral', 'aromas']","['oily', 'mouthfeel', 'salti', 'balanced', 'sherried', 'sweet', 'juicy', 'berry', 'making', 'appearance', 'dried', 'fruit', 'quince', 'whisper', 'smoke', 'sharp', 'sweet', 'battle', 'sweet', 'prevails']","['juicy', 'red', 'fruit', 'remain', 'cooking', 'spice']",302.44,0,0,1,0,0,0,0,0,0.0,0.14451239972812646,,"sweet, smoke",,
Glenlivet 1999 (bottled 2018) (cask 77205) - Samaroli,https://www.masterofmalt.com/whiskies/the-glenlivet/glenlivet-1999-bottled-2018-cask-77205-samaroli-whisky/,Speyside Whisky,384.0,The Glenlivet,45.0%,70cl," Dense caramel and vanilla, complemented by floral barley and a good whiff of mature oak. "," Sherried fruits and old leather, with orange peel and milk bottle sweeties underneath. "," Dusty oak, mince pies and good white wine.",dense caramel vanilla complemented floral barley good whiff mature oak,sherried fruit old leather orange peel milk bottle sweetie,dusty oak mince pie good white wine,"['dense', 'caramel', 'vanilla', 'complemented', 'floral', 'barley', 'good', 'whiff', 'mature', 'oak']","['sherried', 'fruit', 'old', 'leather', 'orange', 'peel', 'milk', 'bottle', 'sweetie']","['dusty', 'oak', 'mince', 'pie', 'good', 'white', 'wine']",480.0,0,1,0,0,0,0,0,0,0.0,0.09563024327436546,"mature, good, vanilla",,good,
Caol Ila 2007 (bottled 2018) (cask 313715) - Samaroli,https://www.masterofmalt.com/whiskies/caol-ila/caol-ila-2007-bottled-2018-cask-313715-samaroli-whisky/,Islay Whisky,285.0,Caol Ila,49.0%,70cl, Sea breeze and salted caramel tart. A hint of earthy oak with pine resin developing.," Toasted barley and peat smoke, mixed with soft hints of almond and fresh cream.", Grassy barley freshness and flaky sea salt.,sea breeze salted caramel tart earthy oak pine resin developing,toasted barley peat smoke mixed soft almond fresh cream,grassy barley fresh flaky sea salt,"['sea', 'breeze', 'salted', 'caramel', 'tart', 'earthy', 'oak', 'pine', 'resin', 'developing']","['toasted', 'barley', 'peat', 'smoke', 'mixed', 'soft', 'almond', 'fresh', 'cream']","['grassy', 'barley', 'fresh', 'flaky', 'sea', 'salt']",356.25,1,0,0,0,0,0,0,0,0.0,0.17608125480848574,,smoke,,
Eòrna Lòin II 20 Year Old 1997 (casks 150045 & 46) - Mystery Malt (Murray McDavid),https://www.masterofmalt.com/whiskies/murray-mcdavid/eorna-loin-ii-20-year-old-1997-casks-150045-and-46-mystery-malt-murray-mcdavid-whisky/,Scotch Whisky,115.95,Murray McDavid,46.0%,70cl," Sweet crunchy apple, citrus, honey and vanilla."," Fresh fruit, citrus, creamy and slightly grassy."," Long, with nougat and orange citrus.",sweet crunchy apple citrus honey vanilla,fresh fruit citrus creamy slightly grassy,long nougat orange citrus,"['sweet', 'crunchy', 'apple', 'citrus', 'honey', 'vanilla']","['fresh', 'fruit', 'citrus', 'creamy', 'slightly', 'grassy']","['long', 'nougat', 'orange', 'citrus']",144.94,0,0,0,0,0,0,1,0,0.0,0.11513175170476822,"sweet, vanilla",creamy,,
Dailuaine 10 Year Old 2008 (cask 12541) - Old Particular (Douglas Laing),https://www.masterofmalt.com/whiskies/dailuaine/dailuaine-10-year-old-2008-cask-12541-old-particular-douglas-laing-whisky/,Speyside Whisky,65.26,Dailuaine,48.4%,70cl," Thick sherried sweetness from flamed orange peel, caramelised dates and bright red fruits are tempered by soft oak spices."," Toasted barley, Christmas cake and jammy dark fruits emerge with touches of vanilla essence and mocha.", Blueberry pancakes with a generous helping of maple syrup.,thick sherried sweet flamed orange peel caramelised date bright red fruit tempered soft oak spices,toasted barley christmas cake jammy dark fruit emerge vanilla essence mocha,blueberry pancake generous helping maple syrup,"['thick', 'sherried', 'sweet', 'flamed', 'orange', 'peel', 'caramelised', 'date', 'bright', 'red', 'fruit', 'tempered', 'soft', 'oak', 'spices']","['toasted', 'barley', 'christmas', 'cake', 'jammy', 'dark', 'fruit', 'emerge', 'vanilla', 'essence', 'mocha']","['blueberry', 'pancake', 'generous', 'helping', 'maple', 'syrup']",81.58,0,1,0,0,0,0,0,0,0.0,0.065857564170497,"sweet, spices",vanilla,,
Auchroisk 11 Year Old 2007 - Cask Strength (Mossburn),https://www.masterofmalt.com/whiskies/auchroisk/auchroisk-11-year-old-2007-cask-strength-mossburn-whisky/,Speyside Whisky,62.95,Auchroisk,57.4%,70cl," Intense notes of smoky and sherry, with lemon freshness cutting through.", Warming spices and oak paired with sweet toffee., Cereal notes and orange peel.,intense smoke sherry lemon fresh cutting,warming spice oak paired sweet toffee,cereal orange peel,"['intense', 'smoke', 'sherry', 'lemon', 'fresh', 'cutting']","['warming', 'spice', 'oak', 'paired', 'sweet', 'toffee']","['cereal', 'orange', 'peel']",78.69,0,1,0,0,0,0,0,0,0.0,0.14726199031778586,"smoke, sherry",sweet,,
Benrinnes 11 Year Old 2007 - Cask Strength (Mossburn),https://www.masterofmalt.com/whiskies/benrinnes/benrinnes-11-year-old-2007-cask-strength-mossburn-whisky/,Speyside Whisky,61.95,Benrinnes,55.8%,70cl," Nutty malt, toffee and grilled pineapple are followed by salted peanuts and citrus peels."," Warming oak, butterscotch and juicy orchard fruit combine with raw cinnamon and allspice.", Melted brown sugar and floral malt.,nutty malt toffee grilled pineapple salted peanut citrus peels,warming oak butterscotch juicy orchard fruit combine raw cinnamon allspice,melted brown sugar floral malt,"['nutty', 'malt', 'toffee', 'grilled', 'pineapple', 'salted', 'peanut', 'citrus', 'peels']","['warming', 'oak', 'butterscotch', 'juicy', 'orchard', 'fruit', 'combine', 'raw', 'cinnamon', 'allspice']","['melted', 'brown', 'sugar', 'floral', 'malt']",77.44,0,1,0,0,0,0,0,0,0.0,0.04937048969470041,,,,
Littlemill 27 Year Old 1991 - Single Cask (Master of Malt),https://www.masterofmalt.com/whiskies/littlemill/littlemill-27-year-old-1991-single-cask-master-of-malt-whisky/,Lowland Whisky,489.95,Littlemill,47.2%,70cl," Light and estery with pear, sherbert lemons and soft peaches, then sugared almonds, crystallised ginger, marzipan and a little herbal element."," The palate has a soft, creamy and sweet start, with vanilla syrup, butterscotch and plenty of tropical fruit, which then make way for a touch of drying spice and some blackberry compote."," Baking spices linger alongside hazelnut whip, more dark fruits and a final lick of vanilla.",light estery pear sherbert lemon soft peaches sugared almonds crystallised ginger marzipan herbal element,ha soft creamy sweet start vanilla syrup butterscotch plenty tropical fruit make way drying spice blackberry compote,baking spice linger hazelnut whip dark fruit final lick vanilla,"['light', 'estery', 'pear', 'sherbert', 'lemon', 'soft', 'peaches', 'sugared', 'almonds', 'crystallised', 'ginger', 'marzipan', 'herbal', 'element']","['soft', 'creamy', 'sweet', 'start', 'vanilla', 'syrup', 'butterscotch', 'plenty', 'tropical', 'fruit', 'make', 'way', 'drying', 'spice', 'blackberry', 'compote']","['baking', 'spice', 'linger', 'hazelnut', 'whip', 'dark', 'fruit', 'final', 'lick', 'vanilla']",612.44,0,0,0,0,0,1,0,0,0.0,0.07900584340803239,,"sweet, vanilla, creamy",vanilla,
Macduff 23 Year Old 1992 (cask CM222) - The Golden Cask (House of Macduff),https://www.masterofmalt.com/whiskies/macduff/macduff-23-year-old-1992-cask-cm222-the-golden-cask-house-of-macduff-whisky/,Highland Whisky,117.9,Macduff,64.6%,70cl," Fresh barley, orchard fruits and plenty of floral honey."," Through drying oak spices come exotic fruits, nutty brown bread and white chocolate.", Honeyed oak and sweet tobacco linger.,fresh barley orchard fruit plenty floral honey,drying oak spice come exotic fruits nutty brown bread white chocolate,honeyed oak sweet tobacco linger,"['fresh', 'barley', 'orchard', 'fruit', 'plenty', 'floral', 'honey']","['drying', 'oak', 'spice', 'come', 'exotic', 'fruits', 'nutty', 'brown', 'bread', 'white', 'chocolate']","['honeyed', 'oak', 'sweet', 'tobacco', 'linger']",147.38,0,0,1,0,0,0,0,0,0.0,0.02510366862793714,,,sweet,
Miltonduff 8 Year Old 2009 (cask CM245) - The Golden Cask (House of Macduff),https://www.masterofmalt.com/whiskies/miltonduff/miltonduff-8-year-old-2009-cask-cm245-the-golden-cask-house-of-macduff-whisky/,Speyside Whisky,68.5,Miltonduff,60.0%,70cl," Fresh and balanced, with lemon, nectarine and vanilla. White pepper spice and ripe malt are present throughout."," Honeyed oak, barley sugars and sweet cereals harmonise with an oily nutty element and orchard fruit. More peppercorn flickers in the backdrop."," Quite long, with some gentle citric acidity.",fresh balanced lemon nectarine vanilla white pepper spice ripe malt present throughout,honeyed oak barley sugar sweet cereal harmonise oily nutty element orchard fruit peppercorn flicker backdrop,long gentle citric acidity,"['fresh', 'balanced', 'lemon', 'nectarine', 'vanilla', 'white', 'pepper', 'spice', 'ripe', 'malt', 'present', 'throughout']","['honeyed', 'oak', 'barley', 'sugar', 'sweet', 'cereal', 'harmonise', 'oily', 'nutty', 'element', 'orchard', 'fruit', 'peppercorn', 'flicker', 'backdrop']","['long', 'gentle', 'citric', 'acidity']",85.62,0,1,0,0,0,0,0,0,0.0,0.13347140759553122,vanilla,sweet,,
Aberfeldy 27 Year Old (That Boutique-y Whisky Company),https://www.masterofmalt.com/whiskies/aberfeldy/aberfeldy-that-boutiquey-whisky-company-whisky/,Highland Whisky,232.95,Aberfeldy,44.3%,50cl," Distinct aromas of mechanical oil and fresh paint, with undertones of freshly cut grass and banana foam sweeties."," Stewed apples and pears, delicately floral and earthy, with a touch of lemongrass."," Short, with sweet vanilla, orange peel and honeydew melon.",distinct aroma mechanical oil fresh paint undertone freshly cut grass banana foam sweeties,stewed apple pears delicately floral earthy lemongrass,short sweet vanilla orange peel honeydew melon,"['distinct', 'aroma', 'mechanical', 'oil', 'fresh', 'paint', 'undertone', 'freshly', 'cut', 'grass', 'banana', 'foam', 'sweeties']","['stewed', 'apple', 'pears', 'delicately', 'floral', 'earthy', 'lemongrass']","['short', 'sweet', 'vanilla', 'orange', 'peel', 'honeydew', 'melon']",291.19,0,0,1,0,0,0,0,0,0.0,0.0235453040980094,,,"sweet, vanilla",
Inchgower 9 Year Old 2008 - Hepburn's Choice (Langside),https://www.masterofmalt.com/whiskies/inchgower/inchgower-9-year-old-2008-hepburns-choice-langside-whisky/,Speyside Whisky,41.95,Inchgower,46.0%,70cl," Lemon drizzle, vanilla pod and golden syrup."," Buttery shortbread sprinkled with sugar, alongside vanilla sponge cake and cinnamon."," Stewed pear and baking spices, with honey and white chocolate.",lemon drizzle vanilla pod golden syrup,buttery shortbread sprinkled sugar vanilla sponge cake cinnamon,stewed pear baking spices honey white chocolate,"['lemon', 'drizzle', 'vanilla', 'pod', 'golden', 'syrup']","['buttery', 'shortbread', 'sprinkled', 'sugar', 'vanilla', 'sponge', 'cake', 'cinnamon']","['stewed', 'pear', 'baking', 'spices', 'honey', 'white', 'chocolate']",52.44,0,1,0,0,0,0,0,0,0.0,0.026008594009103214,vanilla,vanilla,spices,
Talisker 9 Year Old 2008 (cask 15652) - Old Malt Cask (Hunter Laing),https://www.masterofmalt.com/whiskies/talisker/talisker-9-year-old-2008-cask-15652-old-malt-cask-hunter-laing-whisky/,Island Whisky,89.95,Talisker,50.0%,70cl," Maritime aromas of sea breeze, with some smoke caught up in there alongside a crack of black pepper and a little caramel sweetness."," Salted caramel returns and more black pepper, with candied orange peel, a touch of berry sweetness and salty peat. ", Dried fruit and lots of spice on a long finish. ,maritime aroma sea breeze smoke caught crack black pepper caramel sweetness,salted caramel return black pepper candied orange peel berry sweet salty peat,dried fruit lot spice long,"['maritime', 'aroma', 'sea', 'breeze', 'smoke', 'caught', 'crack', 'black', 'pepper', 'caramel', 'sweetness']","['salted', 'caramel', 'return', 'black', 'pepper', 'candied', 'orange', 'peel', 'berry', 'sweet', 'salty', 'peat']","['dried', 'fruit', 'lot', 'spice', 'long']",112.44,0,0,0,1,0,0,0,0,0.0,0.11599515382370774,smoke,sweet,,
Macallan 28 Year Old 1990 - Single Cask (Master of Malt),https://www.masterofmalt.com/whiskies/the-macallan/macallan-28-year-old-1990-single-cask-master-of-malt-whisky/,Speyside Whisky,1319.95,The Macallan,44.3%,70cl," Estery fruits, green apples and unripe pear initially, then crystallised ginger, Manuka honey and tropical fruits - dried papaya and fresh pineapple - arrive in support. Dark orange chocolate, clotted cream ice cream and brown butter add depth with flickers of drying spice."," The palate has a soft and sweet start with some fresh tangerine, black fruits, nectarine and a touch of apple pie, which then develops into notes of Werther’s Originals, pecan pie and rich vanilla. Slightly astringent oak and gingersnaps emerge underneath.", Lengthy and full of baking spices and touches of caramel.,estery fruits green apple unripe pear initially crystallised ginger manuka honey tropical fruit dried papaya fresh pineapple arrive support dark orange chocolate clotted cream ice cream brown butter add depth flicker drying spice,ha soft sweet start fresh tangerine black fruits nectarine apple pie develops werther’s originals pecan pie rich vanilla slightly astringent oak gingersnap emerge,long full baking spice caramel,"['estery', 'fruits', 'green', 'apple', 'unripe', 'pear', 'initially', 'crystallised', 'ginger', 'manuka', 'honey', 'tropical', 'fruit', 'dried', 'papaya', 'fresh', 'pineapple', 'arrive', 'support', 'dark', 'orange', 'chocolate', 'clotted', 'cream', 'ice', 'cream', 'brown', 'butter', 'add', 'depth', 'flicker', 'drying', 'spice']","['soft', 'sweet', 'start', 'fresh', 'tangerine', 'black', 'fruits', 'nectarine', 'apple', 'pie', 'develops', 'werther', 'originals', 'pecan', 'pie', 'rich', 'vanilla', 'slightly', 'astringent', 'oak', 'gingersnap', 'emerge']","['long', 'full', 'baking', 'spice', 'caramel']",1649.94,0,1,0,0,0,0,0,0,0.0,0.08042252395394969,,"sweet, vanilla",,
Ardmore 21 Year Old 1997 (cask 12984) - Old Particular (Douglas Laing),https://www.masterofmalt.com/whiskies/ardmore/ardmore-21-year-old-1997-cask-12984-old-particular-douglas-laing-whisky/,Highland Whisky,116.76,Ardmore,51.5%,70cl," Caramelised dates and streaky bacon crisps, with a touch of heather."," Still has hints of heather to it, though now paired with roasted citrus and oily walnut."," Chilli chocolate, orange oil and greengages.",caramelised date streaky bacon crisps heather,still ha heather though paired roasted citrus oily walnut,chilli chocolate orange oil greengages,"['caramelised', 'date', 'streaky', 'bacon', 'crisps', 'heather']","['still', 'heather', 'though', 'paired', 'roasted', 'citrus', 'oily', 'walnut']","['chilli', 'chocolate', 'orange', 'oil', 'greengages']",145.95,0,0,1,0,0,0,0,0,0.0,0.0,,,,
Tamdhu 2000 (cask 18035) (bottled 2018) - Malts of Scotland,https://www.masterofmalt.com/whiskies/tamdhu/tamdhu-2000-cask-18035-bottled-2018-malts-of-scotland-whisky/,Speyside Whisky,141.05,Tamdhu,54.3%,70cl," Fresh fruit sweetness, mild sherry notes, dried fruits, notably apricots and figs, butterscotch."," Creamy, more dried fruit with sweet notes of caramel and honey."," Medium length, warming, honeyed fruit and oak notes.",fresh fruit sweet mild sherry dried fruits notably apricot figs butterscotch,creamy dried fruit sweet caramel honey,medium long warming honeyed fruit oak,"['fresh', 'fruit', 'sweet', 'mild', 'sherry', 'dried', 'fruits', 'notably', 'apricot', 'figs', 'butterscotch']","['creamy', 'dried', 'fruit', 'sweet', 'caramel', 'honey']","['medium', 'long', 'warming', 'honeyed', 'fruit', 'oak']",176.31,0,1,0,0,0,0,0,0,0.0,0.15062201176762285,"sweet, sherry","sweet, creamy",,
