name,url,Region,price,Distillery / Brand,Alcohol,Volume,Nose,Palate,Finish,Nose_clean,Palate_clean,Finish_clean,Nose_tokens,Palate_tokens,Finish_tokens,price_usd,reg_0,reg_1,reg_2,reg_3,reg_4,reg_5,reg_6,reg_7,user_pref,score,Nose_common,Palate_common,Finish_common,vendor_rec
Lagavulin 16 Year Old,https://www.masterofmalt.com/whiskies/lagavulin/lagavulin-16-year-old-whisky/,Islay Whisky,48.95,Lagavulin,43.0%,70cl," More like Lapsang Souchong tea than Lapsang Souchong! One of the smokiest noses from Islay. It's big, very, very concentrated, and redolent of iodine, sweet spices, good, mature Sherry and creamy vanilla. Stunning."," Very thick and rich. A massive mouthful of malt and Sherry with good fruity sweetness, but also a wonderful sweetness. Big, powerful peat and oak."," Long, spicy finish, figs, dates, peat smoke, vanilla.",lapsang souchong tea lapsang souchong smoke islay big concentrated redolent iodine sweet spices good mature sherry creamy vanilla stunning,thick rich massive mouthful malt sherry good fruit sweet also wonderful sweet big powerful peat oak,long spicy figs dates peat smoke vanilla,"['lapsang', 'souchong', 'tea', 'lapsang', 'souchong', 'smoke', 'islay', 'big', 'concentrated', 'redolent', 'iodine', 'sweet', 'spices', 'good', 'mature', 'sherry', 'creamy', 'vanilla', 'stunning']","['thick', 'rich', 'massive', 'mouthful', 'malt', 'sherry', 'good', 'fruit', 'sweet', 'also', 'wonderful', 'sweet', 'big', 'powerful', 'peat', 'oak']","['long', 'spicy', 'figs', 'dates', 'peat', 'smoke', 'vanilla']",61.19,1,0,0,0,0,0,0,0,1.0,1.0000000000000002,"mature, sweet, smoke, sherry, souchong, creamy, lapsang, big, spices, vanilla, islay, tea, stunning, redolent, good, concentrated, iodine","sweet, good, sherry, big","smoke, vanilla","Talisker 10 Year Old,Triple Wood,Laphroaig Quarter Cask,Ardbeg 10 Year Old,Oban 14,Ardbeg Corryvreckan,Ardbeg Uigeadail,Caol Ila 12,Laphroaig 10"
Glenfarclas 15 Year Old,https://www.masterofmalt.com/whiskies/glenfarclas/glenfarclas-15-year-old-whisky/,Speyside Whisky,52.9,Glenfarclas,46.0%,70cl," Intense, powerful sherry. Cream sherry, certainly – Pedro Ximenez? almost… a touch of peppermint? An almost rancio quality to this. Smells older than 15."," Raisins, more sherry, orange peel, walnuts, dates."," Incredibly long, complex, more of the Walnuts again.",intense powerful sherry cream sherry certainly – pedro ximenez almost… peppermint almost rancio quality smells old 15,raisins sherry orange peel walnuts dates,incredibly long complex walnuts,"['intense', 'powerful', 'sherry', 'cream', 'sherry', 'certainly', 'pedro', 'ximenez', 'almost', 'peppermint', 'almost', 'rancio', 'quality', 'smells', 'old']","['raisins', 'sherry', 'orange', 'peel', 'walnuts', 'dates']","['incredibly', 'long', 'complex', 'walnuts']",66.12,0,1,0,0,0,0,0,0,0.0,0.09019991216083144,sherry,sherry,,"GlenDronach Allardice,Glenfarclas 10,Glenfarclas 21,Glenfarclas 105,Ardbeg Uigeadail,Springbank 15,Dalmore 15,Lagavulin 16 Year Old,Balvenie Caribbean Cask"
Glenmorangie 18 Year Old Extremely Rare,https://www.masterofmalt.com/whiskies/glenmorangie-18-year-old-extremely-rare-whisky/,Highland Whisky,72.9,Glenmorangie,43.0%,70cl," Creamy honey and Greek yoghurt, grapefruit, exotic spice, berry compote."," Tinned citrus, lychee, very creamy, honey."," Very good, big oak, citrus peels.",creamy honey greek yoghurt grapefruit exotic spice berry compote,tinned citrus lychee creamy honey,good big oak citrus peels,"['creamy', 'honey', 'greek', 'yoghurt', 'grapefruit', 'exotic', 'spice', 'berry', 'compote']","['tinned', 'citrus', 'lychee', 'creamy', 'honey']","['good', 'big', 'oak', 'citrus', 'peels']",91.12,0,0,1,0,0,0,0,0,0.0,0.027019010339808257,creamy,creamy,"good, big","GlenDronach 21 Parliament,Balvenie 21 Year Old,Glenmorangie Quinta 12yo,Dalmore 18,Glenmorangie Nectar d'Or,Glenfiddich 21yo Reserva,Glengoyne 21,Glenmorangie Signet,Balvenie 17yo DoubleWood"
Ardbeg Uigeadail,https://www.masterofmalt.com/whiskies/ardbeg/ardbeg-uigeadail-whisky/,Islay Whisky,51.9,Ardbeg,54.2%,70cl," Multifaceted, notes of peat and little flourishes of dark sugar, freshly ground espresso beans, cereal notes and a most sophisticated tar."," Led by sweet, ripe fruit and black forest honey. A good helping of malt. The throne then usurped by a powerful peat and smoked barley."," Very long, caramel and malt weave their way through peat smoke and dark sugar and just a hint of fresh espresso coffee before it finally peters out.",multifaceted peat flourish dark sugar freshly ground espresso beans cereal sophisticated tar,led sweet ripe fruit black for honey good helping malt throne usurped powerful peat smoked barley,long caramel malt weave way peat smoke dark sugar fresh espresso coffee finally peter,"['multifaceted', 'peat', 'flourish', 'dark', 'sugar', 'freshly', 'ground', 'espresso', 'beans', 'cereal', 'sophisticated', 'tar']","['led', 'sweet', 'ripe', 'fruit', 'black', 'for', 'honey', 'good', 'helping', 'malt', 'throne', 'usurped', 'powerful', 'peat', 'smoked', 'barley']","['long', 'caramel', 'malt', 'weave', 'way', 'peat', 'smoke', 'dark', 'sugar', 'fresh', 'espresso', 'coffee', 'finally', 'peter']",64.88,1,0,0,0,0,0,0,0,0.0,0.31761780143326684,,"sweet, good",smoke,"Triple Wood,Laphroaig Quarter Cask,Ileach Cask Strength,Ardbeg 10 Year Old,Ardbeg Corryvreckan,Lagavulin 16 Year Old,Caol Ila 12,Bunnahabhain 12,Glenfarclas 15 Year Old"
Highland Park 12 Year Old - Viking Honour,https://www.masterofmalt.com/whiskies/highland-park/highland-park-12-year-old-viking-honour-whisky/,Island Whisky,27.95,Highland Park,40.0%,70cl," Fresh, clean and very aromatic. Floral notes abound the senses with a light grassiness. Notes of creamy Manuka honey and a touch of juicy citrus with cream and a well-balanced sweetness.", Rather full with a pleasant depth. Lurking somewhere in the substratum a grilled orange lies. Notes of granary toast and green tea with jasmine. A touch of sweetness., Quite long with peppery spice and wood shavings.,fresh clean aromatic floral abound sens light grassi creamy manuka honey juicy citrus cream wellbalanced sweetness,rather full pleasant depth lurking somewhere substratum grilled orange lies granary toast green tea jasmine sweetness,long peppery spice wood shavings,"['fresh', 'clean', 'aromatic', 'floral', 'abound', 'sens', 'light', 'grassi', 'creamy', 'manuka', 'honey', 'juicy', 'citrus', 'cream', 'wellbalanced', 'sweetness']","['rather', 'full', 'pleasant', 'depth', 'lurking', 'somewhere', 'substratum', 'grilled', 'orange', 'lies', 'granary', 'toast', 'green', 'tea', 'jasmine', 'sweetness']","['long', 'peppery', 'spice', 'wood', 'shavings']",34.94,0,0,0,1,0,0,0,0,0.0,0.04128925706517898,creamy,tea,,"Bunnahabhain Stiùireadair,Talisker 10 Year Old,Highland Park 18yo,Balvenie DoubleWood 12yo,Hibiki Japanese Harmony,Dalmore 12 Year Old,Lagavulin 16 Year Old,Macallan 12 Double Cask,Yamazaki Reserve"
Balvenie 14 Year Old Caribbean Cask,https://www.masterofmalt.com/whiskies/balvenie/balvenie-14-year-old-caribbean-cask-whisky/,Speyside Whisky,49.9,Balvenie,43.0%,70cl," The aroma is rich with notes of tropical fruits, namely passion fruit, and creamy toffee.", Sweet vanilla forms a creamy palate with notes of apples and mangoes with a hint of orange in the background., The finish lingers with a vanilla focussed character.,aroma rich tropical fruits namely passion fruit creamy toffee,sweet vanilla form creamy apple mango orange background,linger vanilla focussed character,"['aroma', 'rich', 'tropical', 'fruits', 'namely', 'passion', 'fruit', 'creamy', 'toffee']","['sweet', 'vanilla', 'form', 'creamy', 'apple', 'mango', 'orange', 'background']","['linger', 'vanilla', 'focussed', 'character']",62.38,0,1,0,0,0,0,0,0,0.0,0.10403437603641287,creamy,"sweet, vanilla, creamy",vanilla,"Auchentoshan Three Wood,GlenDronach Allardice,Balvenie DoubleWood 12yo,Balvenie 21 Year Old,Glenmorangie Quinta 12yo,Dalmore 15,Lagavulin 16 Year Old,Balvenie 17yo DoubleWood,Glenfarclas 15 Year Old"
Glenmorangie Signet,https://www.masterofmalt.com/whiskies/glenmorangie-signet-whisky/,Highland Whisky,126.95,Glenmorangie,46.0%,70cl," The nose begins with chocolate raisins and sugared mixed peels. Toasted spices, bread and butter pudding and golden syrup complement these aromas, while a note of Angostura bitters lingers beneath."," Sweet, syrupy cinnamon and drying malt lead, before a suggestion of Terry's Chocolate Orange rises. A hint of lime rind is present, as are lychees and dates. The backdrop is filled with tobacco leaves and freshly roasted espresso beans, with a little honey-roasted cashew."," The finish dries and becomes pleasantly rubbery, as a touch of truffle oil emerges.",chocolate raisin sugared mixed peels toasted spices bread butter pudding golden syrup complement aromas angostura bitter linger,sweet syrupy cinnamon drying malt lead suggestion terrys chocolate orange rises lime rind present lychee dates backdrop filled tobacco leaf freshly roasted espresso beans honeyroasted cashew,dry becomes pleasantly rubbery truffle oil emerges,"['chocolate', 'raisin', 'sugared', 'mixed', 'peels', 'toasted', 'spices', 'bread', 'butter', 'pudding', 'golden', 'syrup', 'complement', 'aromas', 'angostura', 'bitter', 'linger']","['sweet', 'syrupy', 'cinnamon', 'drying', 'malt', 'lead', 'suggestion', 'terrys', 'chocolate', 'orange', 'rises', 'lime', 'rind', 'present', 'lychee', 'dates', 'backdrop', 'filled', 'tobacco', 'leaf', 'freshly', 'roasted', 'espresso', 'beans', 'honeyroasted', 'cashew']","['dry', 'becomes', 'pleasantly', 'rubbery', 'truffle', 'oil', 'emerges']",158.69,0,0,1,0,0,0,0,0,0.0,0.07241005155222728,spices,sweet,,"Dalmore King Alexander III,Balvenie 21 Year Old,Glenmorangie Quinta 12yo,Dalmore 18,Glenmorangie Nectar d'Or,Glenfiddich 21yo Reserva,Glengoyne 21,Glenmorangie 18,Balvenie 17yo DoubleWood"
The Macallan Rare Cask - Batch No.1 (2019 Release),https://www.masterofmalt.com/whiskies/the-macallan/macallan-rare-cask-whisky/,Speyside Whisky,220.0,The Macallan,43.0%,70cl," Soft notes of opulent vanilla and raisin pique the nose, giving way to a sweet ensemble of apple, lemon and orange."," Oak resonates, timeless, polished and rich. Vanilla and chocolate lead the finale along with a light citrus zest.", Full and warming.,soft opulent vanilla raisin pique giving way sweet ensemble apple lemon orange,oak resonates timeless polished rich vanilla chocolate lead finale along light citrus zest,full warming,"['soft', 'opulent', 'vanilla', 'raisin', 'pique', 'giving', 'way', 'sweet', 'ensemble', 'apple', 'lemon', 'orange']","['oak', 'resonates', 'timeless', 'polished', 'rich', 'vanilla', 'chocolate', 'lead', 'finale', 'along', 'light', 'citrus', 'zest']","['full', 'warming']",275.0,0,1,0,0,0,0,0,0,0.0,0.0941812163920376,"sweet, vanilla",vanilla,,The Macallan Enigma
Glenmorangie Nectar d'Or - 12 Year Old,https://www.masterofmalt.com/whiskies/glenmorangie-nectar-dor-12-year-old-whisky/,Highland Whisky,50.9,Glenmorangie,46.0%,70cl," The nose is full of dessert wines, a little fruitiness with a good barley sweetness. A mix of honey and apricot skins."," Quite full with more dessert wine notes, with cereal notes and barley. A touch of malty spice and berry fruits with good oak-y tannins develops.", Long with a good helping of oak. More apricot skins and dessert wines linger.,full dessert wines fruiti good barley sweet mix honey apricot skins,full dessert wine cereal barley malty spice berry fruit good oaky tannin develops,long good helping oak apricot skin dessert wine linger,"['full', 'dessert', 'wines', 'fruiti', 'good', 'barley', 'sweet', 'mix', 'honey', 'apricot', 'skins']","['full', 'dessert', 'wine', 'cereal', 'barley', 'malty', 'spice', 'berry', 'fruit', 'good', 'oaky', 'tannin', 'develops']","['long', 'good', 'helping', 'oak', 'apricot', 'skin', 'dessert', 'wine', 'linger']",63.62,0,0,1,0,0,0,0,0,0.0,0.1083553358389818,"sweet, good",good,good,"Glemorangie Lasanta,Glenmorangie Quinta 12yo,Dalwhinnie 15,Glenmorangie Signet,Glenmorangie 18,Dalmore 15,Glenmorangie 10 Year Old,Glenfarclas 15 Year Old,Balvenie Caribbean Cask"
Ardbeg Corryvreckan,https://www.masterofmalt.com/whiskies/ardbeg/ardbeg-corryvreckan-whisky/,Islay Whisky,62.9,Ardbeg,57.1%,70cl," Sticking plasters, buttery, creamy, roast chicken crisps, herbal, almost a hint of pine…"," Cream, spices, tingling, fresh fruit, medicinal, plasters, Clementines. Orange peels."," Salty, more medicinal, smoked meats, peat is fleeting, tarmac, chilli, salt.",sticking plasters buttery creamy roast chicken crisps herbal almost pine…,cream spices tingling fresh fruit medicinal plasters clementines orange peels,salty medicinal smoked meats peat fleeting tarmac chilli salt,"['sticking', 'plasters', 'buttery', 'creamy', 'roast', 'chicken', 'crisps', 'herbal', 'almost', 'pine']","['cream', 'spices', 'tingling', 'fresh', 'fruit', 'medicinal', 'plasters', 'clementines', 'orange', 'peels']","['salty', 'medicinal', 'smoked', 'meats', 'peat', 'fleeting', 'tarmac', 'chilli', 'salt']",78.62,1,0,0,0,0,0,0,0,0.0,0.2115252908167175,creamy,spices,,"Triple Wood,Laphroaig Quarter Cask,Ileach Cask Strength,Springbank 18 Year Old,Ardbeg 10 Year Old,Talisker 18 Year Old,Caol Ila 18,Ardbeg Uigeadail,Lagavulin 16 Year Old"
Talisker 10 Year Old,https://www.masterofmalt.com/whiskies/talisker/talisker-10-year-old-whisky/,Island Whisky,36.89,Talisker,45.8%,70cl," A fresh and fragrant nose. Through thick, pungent smoke comes sweet pear and apple peels, with pinches of maritime salt from kippers, seaweed."," It's a bonfire of peat crackling with black pepper, with a touch of brine and dry barley. A welcome delivery of orchard fruit provides a delicate and beautiful balance."," In a long finish, bonfire embers toast malt and crystallise a sugary underlay.",fresh fragrant thick pungent smoke come sweet pear apple peels pinch maritime salt kippers seaweed,bonfire peat crackling black pepper brine dry barley welcome delivery orchard fruit provides delicate beautiful balance,long bonfire ember toast malt crystallise sugary underlay,"['fresh', 'fragrant', 'thick', 'pungent', 'smoke', 'come', 'sweet', 'pear', 'apple', 'peels', 'pinch', 'maritime', 'salt', 'kippers', 'seaweed']","['bonfire', 'peat', 'crackling', 'black', 'pepper', 'brine', 'dry', 'barley', 'welcome', 'delivery', 'orchard', 'fruit', 'provides', 'delicate', 'beautiful', 'balance']","['long', 'bonfire', 'ember', 'toast', 'malt', 'crystallise', 'sugary', 'underlay']",46.11,0,0,0,1,0,0,0,0,0.0,0.1009161889654239,"sweet, smoke",,,"Laphroaig Quarter Cask,Bowmore 12,Cragganmore 12,Ardbeg 10 Year Old,Dalwhinnie 15,Oban 14,Caol Ila 12,Lagavulin 16 Year Old,Laphroaig 10"
Mortlach 12 Year Old,https://www.masterofmalt.com/whiskies/mortlach/mortlach-12-year-old-whisky/,Speyside Whisky,49.95,Mortlach,43.4%,70cl," Damson, toasted almond, cinder toffee and heavy barley."," Warming oak and soft raisins, with a bit of olive oil salinity mixed in."," A bit jammy, a bit nutty, some lingering citrus oils cutting through.",damson toasted almond cinder toffee heavy barley,warming oak soft raisins olive oil salinity mixed,jammy nutty linger citrus oil cutting,"['damson', 'toasted', 'almond', 'cinder', 'toffee', 'heavy', 'barley']","['warming', 'oak', 'soft', 'raisins', 'olive', 'oil', 'salinity', 'mixed']","['jammy', 'nutty', 'linger', 'citrus', 'oil', 'cutting']",62.44,0,1,0,0,0,0,0,0,0.0,0.026008594009103214,,,,Mortlach 16 Year Old
Springbank 10 Year Old,https://www.masterofmalt.com/whiskies/springbank/springbank-10-year-old-whisky/,Campbeltown Whisky,41.95,Springbank,46.0%,70cl," The nose offers up plenty of oak, exotic spices, guava, heather honey and soft smoke."," A full, sweet, creamy palate with hints of smoke, marzipan and cigar boxes."," A smoky finish, trailing off on sweet cider and toasty barley.",offer plenty oak exotic spices guava heather honey soft smoke,full sweet creamy smoke marzipan cigar boxes,smoke trailing sweet cider toasty barley,"['offer', 'plenty', 'oak', 'exotic', 'spices', 'guava', 'heather', 'honey', 'soft', 'smoke']","['full', 'sweet', 'creamy', 'smoke', 'marzipan', 'cigar', 'boxes']","['smoke', 'trailing', 'sweet', 'cider', 'toasty', 'barley']",52.44,0,0,0,0,1,0,0,0,0.0,0.12551834313968568,"spices, smoke","sweet, smoke, creamy","sweet, smoke","Talisker 10 Year Old,Glenkinchie 12,Clynelish 14,Ardbeg Uigeadail,Caol Ila 12,Springbank 15,Lagavulin 16 Year Old,Bunnahabhain 12,Longrow Peated"
Aberlour Casg Annamh Batch 1,https://www.masterofmalt.com/whiskies/aberlour/aberlour-casg-annamh-whisky/,Speyside Whisky,49.0,Aberlour,48.0%,70cl," Milky coffee, flame raisins and plenty of honeyed malt."," Golden Grahams, nectarines, cinnamon and strawberry jam."," Cooking spices, sugary biscuits and red apples.",milky coffee flame raisin plenty honeyed malt,golden grahams nectarines cinnamon strawberry jam,cooking spices sugary biscuit red apples,"['milky', 'coffee', 'flame', 'raisin', 'plenty', 'honeyed', 'malt']","['golden', 'grahams', 'nectarines', 'cinnamon', 'strawberry', 'jam']","['cooking', 'spices', 'sugary', 'biscuit', 'red', 'apples']",61.25,0,1,0,0,0,0,0,0,0.0,0.0,,,spices,"Penderyn Independence,Bowmore 26yo Vintner's,Michter's US*1 Bourbon,Penderyn That Try,Nikka From The Barrel,Ballantine's Miltonduff,Glenglassaugh Port Wood,Scapa Skiren,Secret Distillery #1 9yo"
Balvenie 12 Year Old - The Sweet Toast of American Oak,https://www.masterofmalt.com/whiskies/balvenie/balvenie-12-year-old-the-sweet-toast-of-american-oak-whisky/,Speyside Whisky,44.95,Balvenie,43.0%,70cl," Lusciously malty with some sweet fudge, followed by citrusy and oak vanilla aromas with layers of spicy oak notes of ginger and cinnamon."," Candied orange and lemon peel, vanilla toffee and butterscotch, layers of blossom honey, some melted brown sugar and oak spices at the end.", Rich and malty with gentle waves of oak vanilla and subtle spices.,lusciously malty sweet fudge citrusy oak vanilla aroma layer spicy oak ginger cinnamon,candied orange lemon peel vanilla toffee butterscotch layer blossom honey melted brown sugar oak spice end,rich malty gentle wave oak vanilla subtle spices,"['lusciously', 'malty', 'sweet', 'fudge', 'citrusy', 'oak', 'vanilla', 'aroma', 'layer', 'spicy', 'oak', 'ginger', 'cinnamon']","['candied', 'orange', 'lemon', 'peel', 'vanilla', 'toffee', 'butterscotch', 'layer', 'blossom', 'honey', 'melted', 'brown', 'sugar', 'oak', 'spice', 'end']","['rich', 'malty', 'gentle', 'wave', 'oak', 'vanilla', 'subtle', 'spices']",56.19,0,1,0,0,0,0,0,0,0.0,0.08073295117233911,"sweet, vanilla",vanilla,"spices, vanilla","Balvenie DoubleWood 12yo,Balvenie 12 Single Barrel,Balvenie The Week of Peat,Balvenie 17yo DoubleWood,Balvenie 12YO Triple Cask,Balvenie Caribbean Cask"
The GlenDronach 15 Year Old Revival,https://www.masterofmalt.com/whiskies/glendronach/the-glendronach-15-year-old-revival-whisky/,Highland Whisky,61.95,GlenDronach,46.0%,70cl," Coffee beans, sponge cake drenched in sherry, mint leaf, slightly buttery, sultana."," Oily walnut, new leather, blackberry and apple crumble, toasted brown sugar and a touch of liquorice root."," Fresh ginger, waxy orange, caramelised dried fruit and a hint of cigar box.",coffee beans sponge cake drenched sherry mint leaf slightly buttery sultana,oily walnut new leather blackberry apple crumble toasted brown sugar liquorice root,fresh ginger waxy orange caramelised dried fruit cigar box,"['coffee', 'beans', 'sponge', 'cake', 'drenched', 'sherry', 'mint', 'leaf', 'slightly', 'buttery', 'sultana']","['oily', 'walnut', 'new', 'leather', 'blackberry', 'apple', 'crumble', 'toasted', 'brown', 'sugar', 'liquorice', 'root']","['fresh', 'ginger', 'waxy', 'orange', 'caramelised', 'dried', 'fruit', 'cigar', 'box']",77.44,0,0,1,0,0,0,0,0,0.0,0.021952521390165663,sherry,,,
Balvenie 21 Year Old PortWood Finish,https://www.masterofmalt.com/whiskies/balvenie/balvenie-21-year-old-port-wood-finish-whisky/,Speyside Whisky,139.9,Balvenie,40.0%,70cl, Elegant. White peach and a faint puff of smoke.," Surprisingly delicate. Abounding, yet fine. Her sublime mouthfeel carries, masterfully: red fruit, raisins, an edge of white grape and a very floral honey."," Cocoa, slightly bitter as it tails away gracefully.",elegant white peach faint puff smoke,surprisingly delicate abounding yet fine sublime mouthfeel carries masterfully red fruit raisins edge white grape floral honey,cocoa slightly bitter tail away gracefully,"['elegant', 'white', 'peach', 'faint', 'puff', 'smoke']","['surprisingly', 'delicate', 'abounding', 'yet', 'fine', 'sublime', 'mouthfeel', 'carries', 'masterfully', 'red', 'fruit', 'raisins', 'edge', 'white', 'grape', 'floral', 'honey']","['cocoa', 'slightly', 'bitter', 'tail', 'away', 'gracefully']",174.88,0,1,0,0,0,0,0,0,0.0,0.0457351980144254,smoke,,,"Dalmore King Alexander III,Glenfarclas 21,GlenDronach 21 Parliament,Dalmore 18,Glengoyne 21,Glenmorangie Signet,Balvenie 17yo DoubleWood,Glenfarclas 15 Year Old,Balvenie Caribbean Cask"
The Macallan 12 Year Old Double Cask,https://www.masterofmalt.com/whiskies/the-macallan/the-macallan-12-year-old-double-cask-whisky/,Speyside Whisky,49.9,The Macallan,40.0%,70cl," Classic dried fruit territory, if less intense than the Sherry Oak expression. Aromatic butterscotch too."," Creamy and honeyed with some thick-cut marmalade, cinnamon and warm pastries.", Fruity with vanilla and sultana.,classic dried fruit territory le intense sherry oak expression aromatic butterscotch,creamy honeyed thickcut marmalade cinnamon warm pastries,fruit vanilla sultana,"['classic', 'dried', 'fruit', 'territory', 'intense', 'sherry', 'oak', 'expression', 'aromatic', 'butterscotch']","['creamy', 'honeyed', 'thickcut', 'marmalade', 'cinnamon', 'warm', 'pastries']","['fruit', 'vanilla', 'sultana']",62.38,0,1,0,0,0,0,0,0,0.0,0.052017188018206435,sherry,creamy,vanilla,"GlenDronach Allardice,Glenfiddich Project XX,Glenfarclas 21,Hibiki Japanese Harmony,Balvenie DoubleWood 12yo,Highland Park 12yo,Glenfiddich IPA Cask,Bowmore 15 Year Old,Kilchoman Machir Bay"
Mortlach 16 Year Old,https://www.masterofmalt.com/whiskies/mortlach/mortlach-16-year-old-whisky/,Speyside Whisky,81.59,Mortlach,43.4%,70cl," Gingersnaps and orange peel, with hints of roast chestnut, apple and blackcurrant pie and quince."," Mature oak from the outset, joined by prune, clove, macadamia nut and a slight touch of baked earth.", Lingering oily walnut and chewy raisin notes. More ginger appears later on.,gingersnaps orange peel roast chestnut apple blackcurrant pie quince,mature oak outset joined prune clove macadamia nut slight baked earth,linger oily walnut chewy raisin ginger appears late,"['gingersnaps', 'orange', 'peel', 'roast', 'chestnut', 'apple', 'blackcurrant', 'pie', 'quince']","['mature', 'oak', 'outset', 'joined', 'prune', 'clove', 'macadamia', 'nut', 'slight', 'baked', 'earth']","['linger', 'oily', 'walnut', 'chewy', 'raisin', 'ginger', 'appears', 'late']",101.99,0,1,0,0,0,0,0,0,0.0,0.02319903076474155,,mature,,"Mortlach 20 Year Old,Mortlach 12 Year Old"
Glengoyne 21 Year Old,https://www.masterofmalt.com/whiskies/glengoyne-21-year-old-whisky/,Highland Whisky,132.95,Glengoyne,43.0%,70cl," Punchy oak, potpourri, cranberries, raspberries, a little malt and figs on the nose."," Richly sherried. Everything is tangy and spiced - molasses, hot apple cider, Christmas pudding with flaming brandy and a touch of cracked black peppercorns.", Ends with Oloroso and sweet malt.,punchy oak potpourri cranberries raspberries malt fig,richly sherried everything tangy spiced molasses hot apple cider christmas pudding flaming brandy cracked black peppercorns,ends oloroso sweet malt,"['punchy', 'oak', 'potpourri', 'cranberries', 'raspberries', 'malt', 'fig']","['richly', 'sherried', 'everything', 'tangy', 'spiced', 'molasses', 'hot', 'apple', 'cider', 'christmas', 'pudding', 'flaming', 'brandy', 'cracked', 'black', 'peppercorns']","['ends', 'oloroso', 'sweet', 'malt']",166.19,0,0,1,0,0,0,0,0,0.0,0.0,,,sweet,"Glengoyne 18,GlenDronach Allardice,Dalmore King Alexander III,Glenfarclas 21,Glenfarclas 105,GlenDronach 21 Parliament,Balvenie 21 Year Old,Glengoyne 25 Year Old,Glenmorangie Signet"
The GlenDronach 21 Year Old - Parliament,https://www.masterofmalt.com/whiskies/glendronach/the-glendronach-21-year-old-parliament-whisky/,Highland Whisky,132.95,GlenDronach,48.0%,70cl," Soft smoke and lemon juice, cedar wood, apple peel, toasty oak, soft earth, date and walnut cake and a hint of freshly made espresso."," Golden syrup, soft, juicy raisins, tangy oak notes, peach, cherry blossom, cocoa and honeydew melon."," Sherry tones lead the finish, with a hint of sulphur, chocolate, luscious fruit and pepper.",soft smoke lemon juice cedar wood apple peel toasty oak soft earth date walnut cake freshly made espresso,golden syrup soft juicy raisins tangy oak peach cherry blossom cocoa honeydew melon,sherry tone lead sulphur chocolate luscious fruit pepper,"['soft', 'smoke', 'lemon', 'juice', 'cedar', 'wood', 'apple', 'peel', 'toasty', 'oak', 'soft', 'earth', 'date', 'walnut', 'cake', 'freshly', 'made', 'espresso']","['golden', 'syrup', 'soft', 'juicy', 'raisins', 'tangy', 'oak', 'peach', 'cherry', 'blossom', 'cocoa', 'honeydew', 'melon']","['sherry', 'tone', 'lead', 'sulphur', 'chocolate', 'luscious', 'fruit', 'pepper']",166.19,0,0,1,0,0,0,0,0,0.0,0.0395029217040162,smoke,,sherry,"GlenDronach 12 Year Old,GlenDronach Allardice,Glenfarclas 21,Dalmore King Alexander III,Balvenie 21 Year Old,Glengoyne 25 Year Old,Glengoyne 21,Balvenie 17yo DoubleWood,Glenfarclas 15 Year Old"
Glenfiddich Experimental Series - Project XX,https://www.masterofmalt.com/whiskies/glenfiddich/glenfiddich-experimental-series-project-xx-whisky/,Speyside Whisky,42.9,Glenfiddich,47.0%,70cl," This smells like a bit of a beastie, lots of woody spicy notes, toffee and orange peel. Clearly some serious cask action going on here."," Lots of wood: cloves, cinnamon and vanilla with tingly wood tannins, all wrapped up with some sweet fudge notes."," Long and layered, with lingering notes of espresso and dark chocolate.",smell beastie lot woody spicy toffee orange peel clearly serious cask action going,lots wood cloves cinnamon vanilla tingly wood tannins wrapped sweet fudge,long layered linger espresso dark chocolate,"['smell', 'beastie', 'lot', 'woody', 'spicy', 'toffee', 'orange', 'peel', 'clearly', 'serious', 'cask', 'action', 'going']","['lots', 'wood', 'cloves', 'cinnamon', 'vanilla', 'tingly', 'wood', 'tannins', 'wrapped', 'sweet', 'fudge']","['long', 'layered', 'linger', 'espresso', 'dark', 'chocolate']",53.62,0,1,0,0,0,0,0,0,0.0,0.065857564170497,,"sweet, vanilla",,"Dalmore King Alexander III,GlenDronach 21 Parliament,Balvenie 21 Year Old,Glenfiddich AoD Maderia,Glenfiddich IPA Cask,Glenfiddich 21yo Reserva,Glenfiddich 15 Solera,Macallan 12 Double Cask,Balvenie Caribbean Cask"
Glenmorangie The Quinta Ruban 12 Year Old,https://www.masterofmalt.com/whiskies/glenmorangie/glenmorangie-the-quinta-ruban-12-year-old-whisky/,Highland Whisky,45.95,Glenmorangie,46.0%,70cl, Full of winter berries and a touch of port. A good oak and a little cereal hanging in the substratum.," Sweet and thick. The port note is chewy and rich with notes of barley sugar and cereal and lots of juicy fruit and berries, a tad cloying.", Long and fruity and quite sweet.,full winter berry port good oak cereal hanging substratum,sweet thick port chewy rich barley sugar cereal lot juicy fruit berries tad cloying,long fruit sweet,"['full', 'winter', 'berry', 'port', 'good', 'oak', 'cereal', 'hanging', 'substratum']","['sweet', 'thick', 'port', 'chewy', 'rich', 'barley', 'sugar', 'cereal', 'lot', 'juicy', 'fruit', 'berries', 'tad', 'cloying']","['long', 'fruit', 'sweet']",57.44,0,0,1,0,0,0,0,0,0.0,0.16735292573013955,good,sweet,sweet,"Auchentoshan Three Wood,Glemorangie Lasanta,Glenmorangie Nectar d'Or,Glenmorangie Signet,Glenmorangie 18,Lagavulin 16 Year Old,Glenmorangie 10 Year Old,Glenfarclas 15 Year Old,Balvenie Caribbean Cask"
